old_url,clicks,impressions,avg_position,action,proposed_destination,notes
https://estudiodefotografia.info/inapropiado/mujer-sin-ropa-fotos/,69,1590,8.159743207547168,decision,https://estudiodefotografia.info/retrato/fotografia-de-desnudo-artistico/,"Solo si quieres aceptar ese tipo de trafico; si no, mejor 410"
https://estudiodefotografia.info/inspiracion/que-es-un-ensayo-fotografico-17-ejemplos-e-ideas/,31,498,3.8032134538152618,rewrite_same,https://estudiodefotografia.info/inspiracion/que-es-un-ensayo-fotografico-17-ejemplos-e-ideas/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/conceptos-basicos/que-tan-grande-es-una-foto-de-4-x-6-tamano-real-en-pixeles-pulgadas-cm-y-mm/,22,770,3.650651168831169,rewrite_same,https://estudiodefotografia.info/conceptos-basicos/que-tan-grande-es-una-foto-de-4-x-6-tamano-real-en-pixeles-pulgadas-cm-y-mm/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/composicion/pie-de-foto-ejemplos/,16,771,4.805441374837872,rewrite_same,https://estudiodefotografia.info/composicion/pie-de-foto-ejemplos/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/documentos-de-identidad/tamano-carnet-medidas/,15,3837,6.8527511597602295,rewrite_same,https://estudiodefotografia.info/documentos-de-identidad/tamano-carnet-medidas/,"Muy buena oportunidad de utilidad y SEO"
https://estudiodefotografia.info/conceptos-basicos/que-son-los-filtros-nd-cuando-y-como-usarlos/,12,820,4.449999146341464,rewrite_same,https://estudiodefotografia.info/conceptos-basicos/que-son-los-filtros-nd-cuando-y-como-usarlos/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/edicion-digital/digitalizar-imagenes/,9,364,5.167591758241758,rewrite_same,https://estudiodefotografia.info/edicion-digital/digitalizar-imagenes/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/retrato/las-25-mejores-poses-masculinas-guia-para-fotografiar-hombres/,8,324,4.660489197530864,rewrite_same,https://estudiodefotografia.info/retrato/las-25-mejores-poses-masculinas-guia-para-fotografiar-hombres/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/post-produccion/que-es-adobe-camera-raw-y-como-empezar/,7,448,3.962054017857143,rewrite_same,https://estudiodefotografia.info/post-produccion/que-es-adobe-camera-raw-y-como-empezar/,"Encaja con la nueva web editorial"
https://estudiodefotografia.info/software/capture-one-gratis/,7,64,4.203140625,rewrite_same,https://estudiodefotografia.info/software/capture-one-gratis/,"Encaja con la nueva web editorial"
